,sentiment,published_at,title,content,url,category,id,summary
330,Positive,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College is known for its lively and engaging academic environment, especially in the humanities. As a result, it is an attractive option for students hoping to study subjects like history, political science, and literature. The college fosters an interactive culture of learning through small classes, accessible professors, and emphasis on discussion. Students are encouraged to actively participate and engage with course material. Hindu College has built a reputation as a top humanities college, making it a popular choice for aspiring academics and scholars in fields like philosophy, arts, and social sciences.",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,pg12xskEvfpRoWSvIUME,
331,"Negative

The severe weather alerts indicate hazardous conditions across South Africa that could lead to property damage and risks to public safety. As such, the overall sentiment regarding the weather situation is negative.",2023-12-29 14:02:13+00:00,Weather: Take precautions during inclement weather conditions,"South African Weather Service issued severe weather alerts, including severe thunderstorms, damaging and strong winds, and disruptive rains.",https://www.thesouthafrican.com/wp-content/uploads/2023/12/Untitled-design-2023-12-29T153959.273.jpg,weather,qJae9Ylad4bxEPbqpXpy,
332,"Positive
The overall sentiment is positive as Gadkari praises the selfless dedication of party workers who work without expectation of reward. His statements value loyalty and continued effort.",2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,Gadkari said that a good party worker is one who behaves well even if they do not get anything from the party. He contrasted them with those who only behave well when they get something. Gadkari emphasized that the party values dedication without expectation of reward. He stated that workers should have faith that they will eventually get what they deserve. Gadkari urged workers to keep working for people and the party.,https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,qKMCpIX9Tyg2MoEaZAbI,
333,,2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket has launched two new affordable 4G phones as white-label models (under its own brand). The Cricket Icon 6 replaces the Icon 5, and the Cricket Debut S3 ...",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,qQfc8up2cn9RUcLU4zRo,
334,,2024-05-23 12:00:00+00:00,Ad Tech Is Not Big Tech,Audigent Founder and CEO Drew Stein takes a look at the role of ad tech in preserving preserve a thriving free internet,https://cdn.exchangewire.com/wp-content/uploads/2024/05/padlock24crop.jpg,Tech,qZxL0O2o23471GY6ehOw,
335,,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College retains a vibrant, interactive culture of education, making it the place to be in for many an aspiring humanities student",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,qc81c6a7j0WHc3AMSfRe,
336,"Positive

The announcement indicates the government's efforts to promote cricket across different demographics in the state. The focus on women's cricket and senior players is progressive. Overall, the development is likely to boost cricket infrastructure and opportunities in Andhra Pradesh.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"The Andhra Pradesh government has announced plans to establish three new cricket academies in the state. A women's cricket academy will be set up in Anantapur district. A men's cricket academy will come up in Vizianagaram district. Additionally, a senior men's cricket academy will be established at the Moolapadu Stadium. The academies aim to nurture cricketing talent in the state and provide world-class coaching facilities. The women's academy will encourage more girls and women to take up the sport. The senior men's academy will groom experienced players.",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,qjKDQxKORBWaWbGZYBbH,
337,"Positive

Explanation: The overall sentiment expressed in the topic is positive. Gadkari praises selfless party workers who work hard without expecting personal benefits, emphasizing they should be empowered over those seeking personal gain. His statements value loyalty to party principles and serving people over self-interest. The tone is uplifting toward earnest workers focused on the greater good.",2024-09-27 11:15:50+00:00,Politics now only means 'power politics': Gadkari,"Union Minister Nitin Gadkari stated that a good party worker is one who behaves well even if they do not get benefits from the party. He said the real test is for workers who receive nothing yet still work hard for the party ideology, not personal gain. Gadkari emphasized that power should go to selfless workers focused on serving people and party principles, not expecting personal benefits. He advised workers to not expect personal gain and focus on serving people and upholding party ideals.",https://im.rediff.com/news/2024/sep/27nitin-gadkari.jpg,politics,qm6VVRWDRrlKE093g1MR,
338,,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College retains a vibrant, interactive culture of education, making it the place to be in for many an aspiring humanities student",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,qt7YLqnpM5E8VzS8I66j,
339,,2024-07-24 18:48:22+00:00,Cricket Diplomacy,The Cricket World Cup 2024 has generated a multileveled countrywide critical debate in Pakistan with the defeat of the Pakistan cricket team in a match with the...,https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,quykGANuS2xl5YgAguGm,
340,,2022-10-11 21:29:20+00:00,Meta (META) Connect Conference Key Takeaways,"Meta Platforms (META) made several announcements at its Connect 2022 conference, most notably its new Meta Quest Pro VR headset.","https://www.investopedia.com/thmb/JqeIrKcolc_0aKQylxtRaDzk7JA=/1518x852/filters:fill(auto,1)/ScreenShot2022-10-11at1.01.48PM-c2a5637c002648f2b4119a149c419f3f.jpg",Meta,r1rkZAChE41plUJfN9VD,
341,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,rDsIfbHHtaw8RgFJHkax,
342,,2023-08-02 14:03:32+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an arts leader with extensive experience, including at the National Arts Centre, is the new VP of programming for Arts Commons.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,rQ25dRrLbnNKCEdZGemT,
343,,2024-06-05 22:55:30+00:00,Environment Day: Environment Day at BITM,"BITM Kolkata commemorated World Environment Day with sapling and seed ball distribution, a science lecture on biodiversity loss and climate change, and a worksh...","https://static.toiimg.com/thumb/msid-47529300,width-1070,height-580,imgsize-110164,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",Environment,rXh3wDatGa94llcpwTmJ,
344,,2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,rZuV3ZOkaj0bMq6bjInG,
345,"Neutral
The article has a neutral sentiment, as it objectively presents both the positives and negatives of increased remote work. While remote work has clear advantages like flexibility, the loss of in-person interaction is seen as a downside by some. The article does not take a strong stance but rather explains different perspectives on the topic.",2024-11-22 05:53:10.410799+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),"A recent article discusses the benefits and drawbacks of remote work arrangements. The COVID-19 pandemic forced many companies to adopt remote work out of necessity. While remote work provides flexibility and eliminates commute times, it can also lead to feelings of isolation and lack of collaboration. Companies are taking different approaches, with some fully embracing remote work and others wanting employees back in the office full-time. There are also hybrid models that blend remote and in-office time. Overall, the future of work will likely involve more remote options but some in-person collaboration is still seen as valuable by many companies and employees.",https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,ruYpmF5IhawGK8nQX0WJ,
346,"Negative

The article has an overall negative sentiment as it critically examines the political system's flaws and failures that lead to detrimental impacts on society. However, it ends on a somewhat hopeful note by suggesting political reforms to improve representation and governance.",2024-01-09 01:57:44+00:00,Decaying politics,"The article discusses how flaws in the political system often lead to broader societal failures. It suggests political failures like corruption, lack of accountability, policies favoring the powerful over marginalized groups, and ineffective governance can cause systemic societal problems. The article advocates reforming politics to make it more responsive to people's needs as a way to address these failures. It emphasizes that improving representation, transparency, civic participation and leadership could have wide-ranging benefits across domains like healthcare, education, economy and more.",https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,sVRSebLzI6oH8eOUW9vL,
347,,2022-04-05 16:38:43+00:00,Purple Finance to merge with Canopy Finance,Mumbai,https://www.thehindu.com/theme/images/og-image.png,Finance,skMYHQotxLn400kObm2X,
348,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,Politics,t6BG7qPs5ZenGnD8T33h,
349,,2021-08-06 12:30:00+00:00,Mount Nittany Health Selects Health Catalyst To Drive Population Health Improvements,"SALT LAKE CITY, Aug 6, 2021 /PRNewswire/ -- To support its mission of strengthening the health of the people and the communities it serves, Pennsylvania-based",https://www.thestreet.com/.image/MTY2NzI5MTQyNzYxNDMyMzM5/_32x32.png,Health,t7jGEeQ57ydBcFDojXb8,
350,"Positive

Explanation: The announcement indicates the government's positive intent to promote sports and nurture talent in the state. Setting up academies across districts provides increased opportunities for athletes. The separate academies for women and men will encourage participation. Overall, the development is optimistic for sports in the state.",2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,t9Set0vDFmgYK6elj1cl,
351,,2023-08-25 12:14:17+00:00,Weather: Weather warnings for parts of SA,The SA Weather Service have issued severe weather warnings for some parts of South Africa. Here’s what you should know.,http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,tTUh3WggMdMaeHRN1tB7,
352,"Positive
The article has an optimistic tone about the potential benefits of autonomous vehicles, despite noting the challenges ahead. The focus is on how this emerging technology could positively impact transportation, safety and society in the future.",2024-11-22 00:40:37.076033+00:00,How our vehicles become a Autonomous Vehicles!,"The article discusses autonomous vehicles, which are cars and other vehicles that can drive themselves without human input. Autonomous vehicles represent a major shift in transportation technology and have the potential to revolutionize mobility. Key points made are that autonomous vehicles use sensors, cameras, radars and artificial intelligence to navigate and drive. While fully autonomous vehicles are still being tested and developed, many automakers already offer semi-autonomous features to assist drivers. Proponents argue autonomous vehicles will improve safety, reduce traffic, provide mobility to non-drivers and change cities. However, challenges remain around technology limitations, high costs, regulations and public acceptance. Overall the article explores the transformative possibilities and uncertainties around the future mass adoption of autonomous vehicles.",https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,tV3xH6yHdSHSmgCZTQGx,
353,Positive,2024-09-05 10:02:42+00:00,How our vehicles become a Autonomous Vehicles!,"The article discusses autonomous vehicles, which are cars and other vehicles that can drive themselves without human input. Autonomous vehicles represent an exciting future where vehicles drive themselves using advanced sensors, software, and AI. Key points include the potential benefits of autonomous vehicles such as increased safety, reduced traffic, increased mobility for non-drivers, and transformed urban landscapes. Challenges remain such as regulatory hurdles, liability questions, consumer acceptance and ethical issues. Major companies like Tesla, Waymo and Uber are racing to develop and commercialize autonomous vehicle technology. Overall the article conveys a sense of optimism about the transformative impact autonomous vehicles could have.",https://miro.medium.com/v2/5d8de952517e8160e40ef9841c781cdc14a5db313057fa3c3de41c6f5b494b19,vehicles,tVA3xkzQH0PJIfNdR7Q0,
354,"Negative
The overall sentiment is negative, as the unexpected loss has led to strong criticism and introspection regarding deep-rooted problems with Pakistan's cricket governance and infrastructure. The defeat is seen as a national embarrassment.",2024-11-22 00:40:37.847146+00:00,Cricket Diplomacy,"The Pakistan cricket team was recently defeated in a match against India in the 2024 Cricket World Cup, sparking intense debate within Pakistan. Many are criticizing the Pakistan Cricket Board and team selection, while others argue the loss was due to poor team performance. There are calls for accountability and an overhaul of domestic cricket structure to nurture new talent. Some feel Pakistan's obsession with cricket needs reevaluation. The defeat has ignited passionate discussion about the state of cricket in Pakistan.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,th9oaf6JrDsj7GaWTLEc,
355,"Positive

The directive by the Mangaluru police commissioner has a positive sentiment, as it aims to improve safety standards in student transport based on existing rules and regulations. The focus is on safeguarding children, which is a well-intentioned cause. Strict enforcement of safety guidelines is likely to be welcomed by parents and the public at large.",2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,tt9QL0YbIVo79XVwbIX1,"The commissioner of police in Mangaluru has directed school and college heads to strictly adhere to the Karnataka Motor Vehicles rules when transporting students. As per the rules, school buses and vans must have fitness certificates, permits, speed governors, and CCTV cameras installed. The commissioner has asked authorities to ensure vehicles used for student transport have all required documentation and safety equipment. Schools must also maintain records of drivers and conduct regular training programs on safe driving practices. These measures aim to enhance safety and prevent accidents involving school children. The commissioner warned of strict action against violators failing to follow the transport rules and guidelines."
356,"Positive

The appointment of an experienced arts leader like Sarah Garton Stanley to this important programming role is viewed as a positive development for Arts Commons and the Calgary arts community. Her background with the NAC indicates she has the expertise to strengthen programming and community engagement.",2023-08-02 14:03:32+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an arts leader with extensive experience, including at the National Arts Centre, is the new VP of programming for Arts Commons.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,uc176B0NLSP6JHehKfJr,"Sarah Garton Stanley, an experienced arts leader, has been appointed as the new Vice President of programming for Arts Commons in Calgary. She has previously held senior roles at the National Arts Centre in Ottawa. As VP, she will be responsible for overseeing programming across Arts Commons' five venues. This includes managing artistic planning, community partnerships, and education initiatives. Garton Stanley's extensive experience working in the arts sector is expected to bring strong leadership to Arts Commons' programming."
357,,2024-07-10 20:46:16+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,ugbiNPyCsXxH1S33blGU,
358,,2021-10-03 13:00:11+00:00,Travel Insured International Travel Insurance Review,"We review Travel Insured International, its unique coverage offerings, and the reasons to consider the company when insuring your next trip.",https://upgradedpoints.com/wp-content/uploads/2021/09/Hike-on-Mountain.jpg,Travel,ujz1MjM7CWXOKd7lQWap,
359,Positive,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College is known for its lively and engaging academic environment, especially in the humanities. As a result, it is an attractive option for students aiming to study subjects like history, political science, and literature. The college fosters an interactive culture of learning through discussion-based seminars, emphasis on critical thinking, and a diverse community. Students are intellectually stimulated by the curriculum and motivated by passionate professors. The vibrant campus life also complements the academic experience. Overall, Hindu College offers a dynamic humanities education and continues to be a top choice for scholars in these fields.",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,urXq4nDwNRzPxabpFhjC,
360,Positive,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College retains a vibrant, interactive culture of education, making it the place to be in for many an aspiring humanities student",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,uvceD8Z7OIO3zHzmYq70,
361,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,v0awLyGRriaQWLtkrqWY,
362,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,v3RCglFl3zmkqxBn5HL6,
363,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,v4SJYsPRCa6vnqgElUpW,
364,"Positive

Explanation: The description highlights the energetic academic culture at Hindu College that promotes active participation and engagement among students. The focus on interactive learning and students' overall growth is portrayed in a positive light. Hence, the sentiment is classified as positive.",2024-11-22 00:54:40.160918+00:00,ARTS: Mecca of Liberal Arts,"Hindu College is known for its lively and engaging academic environment, especially in the humanities. As a result, it is an attractive option for students aspiring to study subjects like history, political science, literature, etc. The college fosters an interactive culture of learning through discussions and debates. Students are encouraged to be actively involved in their education. Hindu College has built a reputation over the years for nurturing critically thinking individuals. Its emphasis on all-round development beyond just academics makes it stand out.",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,vI5I7YTbtir0vkIYxBOe,
365,,2023-08-02 14:03:32+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an arts leader with extensive experience, including at the National Arts Centre, is the new VP of programming for Arts Commons.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,vWh0Nghe8OrrU5U6LvdE,
366,"Negative

The overall sentiment is negative, as the summary highlights issues and problems with the reliability and accuracy of the Apple Weather app on iPhones and Macs. Users are frustrated with the app's poor performance and Apple has not addressed the bugs.",2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app has been experiencing issues and not functioning properly on iPhones and Macs recently. The app often fails to load weather data, displays incorrect information, or crashes unexpectedly. Users have reported problems with the app not updating location or weather details accurately. The issues appear widespread, affecting the Weather app on various iPhone models and Mac computers running the latest iOS and macOS versions. Some speculate the problems could be due to changes Apple made to the backend weather data provider for the app. Many frustrated users have complained about the unreliability of the Weather app. Apple has not officially acknowledged the problems or provided a timeline for fixes. The bugs have persisted for several weeks with no improvements.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,vXb4tj5V7D7LPAj4oabv,
367,,2024-06-06 03:28:00+00:00,The Apple Weather app is under the weather,"The Apple Weather app is, well, under the weather on the iPhone and the Mac.",https://m-cdn.phonearena.com/images/article/159107-wide-two_1200/The-Apple-Weather-app-is-under-the-weather.jpg,weather,vY5J9iEWDU6sGRxldwOx,
368,"Negative

The overall sentiment expressed in the article is negative as it critically examines the role of political failures in causing broader societal failures. The tone implies dissatisfaction with the current state of politics and a need for reforms.",2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,vZ2c5wwYKcY4jXHZvQbL,"The article discusses that many of the failures faced by society originate from flaws in the political system. It argues that political failures such as corruption, lack of accountability, inefficient policies, and self-interest of politicians lead to broader failures that impact people's lives. The article advocates political reforms to address foundational issues in order to prevent cascading failures across social, economic and other spheres. It emphasizes that improving the political system and processes is crucial to minimize failures in governance and public service delivery."
369,"Positive

The article has an overall positive sentiment. The Tesla Model 3 has been a major success for the company and for electric vehicles in general. Its affordable price point and impressive performance capabilities are highlighted as key positives. The article conveys optimism about the future growth of the electric vehicle market.",2023-04-18 17:49:35+00:00,Electric vehicles,"The Tesla model 3 & other vehicles is a fully electric vehicle that has been produced by the American electric vehicle manufacturer, Tesla Inc. The Model 3 was ...",https://miro.medium.com/v2/1*m-R_BkNf1Qjr1YbyOIJY2w.png,vehicles,vdN1TrInWu2LLsoMcbBv,"The Tesla Model 3 is a fully electric sedan produced by Tesla Inc. Since its launch in 2017, it has become Tesla's best-selling vehicle. The Model 3 features a minimalist interior, autopilot capability, and long battery range up to 358 miles. It accelerates quickly and offers sporty handling. The Model 3 starts at around $46,000, making it Tesla's most affordable model yet. Other Tesla electric vehicles include the Model S sedan and Model X SUV. The Model 3's popularity demonstrates growing consumer interest in electric vehicles."
370,"Negative

The overall sentiment is negative due to the nationwide disappointment and intense criticism sparked by Pakistan's defeat. The loss has led to calls for major changes in Pakistani cricket, indicating discontent. However, some optimism remains that the team can recover.",2024-07-24 18:48:22+00:00,Cricket Diplomacy,"The Pakistan cricket team was recently defeated in a match against India in the 2024 Cricket World Cup, sparking intense debate within Pakistan. Many are criticizing the Pakistan Cricket Board and team selection, while others argue the loss was due to poor performance, not selection. There are calls for an overhaul of domestic cricket structure to nurture new talent. The defeat has led to nationwide disappointment as cricket is hugely popular in Pakistan. However, some argue defeat is part of sports and the team should be supported. There are concerns the reaction could demotivate players.",https://www.pakistantoday.com.pk/wp-content/uploads/2024/07/Beta-20.jpg,cricket,w4e7ybVGLJ5QGua7dD3I,
371,"Positive
The appointment of an experienced arts executive like Stanley to this important role is viewed positively. Her expertise should help enhance programming at Arts Commons.",2024-11-22 00:40:35.949498+00:00,Arts Commons names new vp with extensive arts experience,"Sarah Garton Stanley, an experienced arts leader, has been appointed as the new Vice President of programming for Arts Commons in Calgary. She previously held senior roles at the National Arts Centre in Ottawa. As VP, she will be responsible for programming across Arts Commons' five venues. This includes planning seasons and events. Stanley's appointment is seen as a major boost for Arts Commons. With her strong background, she is expected to strengthen programming and help Arts Commons thrive.",https://smartcdn.gprod.postmedia.digital/calgaryherald/wp-content/uploads/2023/08/sarahstanley-alejandrosantiago-3238.jpg,arts,w7W78JG1J0qvVDGgLpv0,
372,"Negative

The severe weather warnings indicate hazardous conditions are expected, which can negatively impact daily life, infrastructure, and safety. The tone of the warnings and advice to take precautions portrays the situation as dangerous. Overall, the topic has a negative sentiment due to the threat posed by the intense cold front.",2024-11-22 05:52:26.693927+00:00,Weather: Weather warnings for parts of SA,"The South African Weather Service has issued severe weather warnings for parts of South Africa due to an intense cold front. Warnings are in place for the Western Cape, Eastern Cape, and Northern Cape provinces. Strong winds, disruptive rain, flooding, snowfall, rough seas, and very cold conditions are expected. The public is advised to take precautions, avoid being outdoors during the storm, and monitor weather updates. Disruptions to infrastructure and services are likely. The cold front is expected to impact South Africa over the next few days before conditions start improving.",http://www.thesouthafrican.com/wp-content/uploads/2023/08/pexels-suparerg-suksai-1030320-scaled-e1692965458535.jpg,weather,w7gvgDtMJSXF4omck5n8,
373,,2024-06-07 23:43:08+00:00,School Vehicles: 'Do not overload school vehicles',Commissioner of police in Mangaluru directs school and college heads to adhere to Karnataka Motor Vehicles rules for transporting school children. Steps to ensu...,"https://static.toiimg.com/thumb/msid-110809810,width-1070,height-580,imgsize-5650,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",vehicles,w91YhjKelJTLEgLge8aG,
374,"Negative

The overall sentiment is negative due to the finding that the COVID-19 pandemic has substantially worsened mental health and increased substance use. This highlights the severe mental health impacts of the pandemic, especially on young adults.",2024-07-10 20:46:16+00:00,Electronic Arts Unusual Options Activity - Electronic Arts (NASDAQ:EA),,https://cdn.benzinga.com/files/images/story/2023/movers_image_0.jpeg?width=1200&height=800&fit=crop,arts,w9GGtw1iqDP8vwqyjVZ6,"A new study finds that the COVID-19 pandemic has worsened mental health issues and led to increased substance use, especially among young adults. The study analyzed survey data from over 5,000 Americans during 2020. It found a 3-fold increase in depression and anxiety symptoms compared to pre-pandemic levels. 24% of respondents reported starting or increasing substance use as a coping mechanism. Young adults between 18-24 showed the highest increases in mental health issues and substance use. Researchers say social isolation, disrupted routines, and economic impacts have exacerbated mental health struggles. They call for improved access to mental healthcare and substance use treatment during public health crises."
375,,2023-07-11 06:15:57+00:00,Tech Vlogging in India is everything but tech!,Tech vlogging in India has strayed from its core purpose of enhancing technical prowess and providing valuable knowledge to viewers.,https://tfipost.com/wp-content/uploads/2023/07/Indian-Tech-vloggers-1.jpg,Tech,wLsp2cKzYZ3dhtq8qQ7d,
376,,2024-11-15 05:12:42+00:00,Technical Education:,"According to human needs, education can be divided into three parts. Social education, Spiritual education, Vocational or Technical education. Education that te...",https://miro.medium.com/v2/resize:fit:785/1*syjgtTOeb9gF9fYGn8JExw.jpeg,Education,wUsH5fPVV3E9vCP0i9Qp,
377,Positive,2024-06-25 07:34:11+00:00,ARTS: Mecca of Liberal Arts,"Hindu College retains a vibrant, interactive culture of education, making it the place to be in for many an aspiring humanities student",https://static-bestcolleges.tosshub.com/2024/News/UbT34NBnlpp8ybksAgCnJU3sdl2f62HHQuuzfvXQ.jpg,arts,wcLvoX2i7x1lo6tQafg2,"Hindu College is known for its lively and engaging academic environment, especially in the humanities fields. As a result, the college is an attractive option for students interested in pursuing humanities education. Hindu College fosters an interactive culture of learning through discussion-based seminars, active student participation, and emphasis on critical thinking. The college aims to develop well-rounded individuals by encouraging students to be intellectually curious and engage with real-world issues. With a focus on interactive pedagogy and holistic growth, Hindu College has become a top choice for aspiring humanities students seeking an enriching college experience."
378,,2024-02-08 15:17:14+00:00,Airbnb Unusual Options Activity - Airbnb (NASDAQ:ABNB),,https://cdn.benzinga.com/files/images/story/2023/movers_image_18.jpeg?width=1200&height=800&fit=crop,Airbnb,wicRjfRUEOR89eHZ8vyU,
379,"Positive
The launch of new budget smartphones by Cricket Wireless is viewed positively as it provides consumers more affordable options to access 4G connectivity and smartphone features. The improved specs like updated operating system and cameras represent good value at competitive price points. Expanding access to technology is seen as a beneficial development.",2024-09-09 16:36:46+00:00,Cricket Adds New Affordable Phones Under Cricket Brand,"Cricket has launched two new affordable 4G phones as white-label models (under its own brand). The Cricket Icon 6 replaces the Icon 5, and the Cricket Debut S3 ...",https://www.phonescoop.com/img/a/f/23347_600_a_d11878c3dc20c2ecc22b6ff8dc0d55e1.jpg,cricket,wjvtSh8etazZFUFOibFb,
380,,2021-09-01 21:31:02+00:00,Genius Sports : Wyoming Awards Genius Sports Inaugural Sports Betting License,"State gaming authority grants Genius Sports approval to support sportsbook partners statewide.
... | September  1,  2021",https://www.marketscreener.com/images/twitter_MS_fdgris.png,Sports,wwiYOeL0whJVtlo7d1Nt,
381,"Negative

The severe thunderstorms, strong winds and heavy rains can cause damage and disruption. Issuing alerts indicates an expectation of hazardous weather that could negatively impact people and property. Overall the topic has a negative sentiment.",2023-12-29 14:02:13+00:00,Weather: Take precautions during inclement weather conditions,"The South African Weather Service issued severe weather alerts across parts of the country, warning of severe thunderstorms, damaging winds, and heavy rains. The warnings covered the eastern interior of the Northern Cape, western parts of the North West Province, the Free State, Gauteng, Mpumalanga, and KwaZulu-Natal. The storms were expected to produce heavy downpours, frequent lightning, large hail and strong winds. There is a risk of localized flooding, damage to infrastructure and disruption to travel. The Weather Service advised the public to stay indoors and avoid being outside during lightning storms. Disaster management teams have been placed on standby.",https://www.thesouthafrican.com/wp-content/uploads/2023/12/Untitled-design-2023-12-29T153959.273.jpg,weather,wxYGpWnMuejpzkxoIRe9,
382,,2024-11-07 16:30:05+00:00,Andhra Cricket Association to Launch 3 Cricket Academies,"Women's academy to come up in Anantapur, men's academy in Vizianagaram and a senior men's academy at Moolapadu Stadium",https://images.deccanchronicle.com/dc-Cover-4ipivpeu06s2lck1bfl77a06p2-20180724212914.Medi.jpeg,cricket,x3MqnhNMG8UN1Hwc2Sma,
383,,2024-11-03 04:43:28+00:00,SMOKERS’ CORNER: THE POLITICS OF ‘ANTI-POLITICS’,The anarchic and emotional brand of politics that the PTI has been engaging in is an attempt at barnstorming the mainstream political arena from the outside.,https://i.dawn.com/large/2024/11/6726f8350f097.jpg,politics,x9JewBW6rzRrUW3xuOFd,
384,,2024-01-09 01:57:44+00:00,Decaying politics,Most of our failures stem from our political failures.,https://i.dawn.com/large/2024/01/659c7cabc9ccd.jpg,politics,xDoE8VBlENEbyrNQChSM,
